split,label,pos,count,percentage
test,0,ADJ,125,3.2459101532069594
test,0,ADP,351,9.114515710205142
test,0,ADV,83,2.1552843417294207
test,0,AUX,303,7.86808621137367
test,0,CCONJ,171,4.44040508958712
test,0,DET,473,12.282524019735133
test,0,INTJ,27,0.7011165930927032
test,0,NOUN,562,14.593612048818489
test,0,NUM,32,0.8309529992209815
test,0,PART,55,1.428200467411062
test,0,PRON,301,7.816151648922358
test,0,PROPN,717,18.618540638795118
test,0,PUNCT,162,4.2066995585562195
test,0,SCONJ,51,1.3243313425084393
test,0,VERB,438,11.373669176837184
test,1,ADJ,74,2.269242563630788
test,1,ADP,233,7.145047531432076
test,1,ADV,109,3.342532965348053
test,1,AUX,218,6.685065930696106
test,1,CCONJ,113,3.4651947255443116
test,1,DET,294,9.015639374425023
test,1,INTJ,51,1.5639374425022998
test,1,NOUN,391,11.990187059184299
test,1,NUM,14,0.42931616068690587
test,1,PART,75,2.2999080036798527
test,1,PRON,352,10.794234897270776
test,1,PROPN,685,21.00582643360932
test,1,PUNCT,213,6.531738730450782
test,1,SCONJ,38,1.1652867218644587
test,1,VERB,397,12.174179699478687
test,1,X,4,0.12266176019625881
train,0,ADJ,230,2.7348394768133173
train,0,ADP,757,9.001189060642092
train,0,ADV,191,2.271105826397146
train,0,AUX,659,7.835909631391201
train,0,CCONJ,273,3.2461355529131986
train,0,DET,1018,12.104637336504162
train,0,INTJ,86,1.0225921521997623
train,0,NOUN,1225,14.565992865636147
train,0,NUM,71,0.8442330558858502
train,0,PART,134,1.5933412604042807
train,0,PRON,754,8.96551724137931
train,0,PROPN,1600,19.024970273483948
train,0,PUNCT,357,4.244946492271106
train,0,SCONJ,99,1.1771700356718193
train,0,VERB,954,11.343638525564804
train,0,X,2,0.023781212841854936
train,1,ADJ,152,2.051005262447713
train,1,ADP,528,7.1245445958710025
train,1,ADV,247,3.3328835514775332
train,1,AUX,460,6.206989610039131
train,1,CCONJ,258,3.4813115638915124
train,1,DET,689,9.296990959384699
train,1,INTJ,97,1.3088652003778167
train,1,NOUN,906,12.225070840642289
train,1,NUM,42,0.5667251383079207
train,1,PART,98,1.3223586560518148
train,1,PRON,785,10.592362704088517
train,1,PROPN,1668,22.50708406422885
train,1,PUNCT,610,8.231007961138848
train,1,SCONJ,63,0.850087707461881
train,1,VERB,803,10.835244906220483
train,1,X,5,0.06746727836999056
