label,VERB,PRON,NOUN,ADJ,ADV
0,2.963636363636364,2.3,3.4727272727272727,0.7090909090909091,0.5545454545454546
1,2.8151260504201683,2.7394957983193278,2.6218487394957983,0.35294117647058826,0.773109243697479
