variant,documents,class_0_documents,class_1_documents,total_tokens,tokens_mean,tokens_median,tokens_std,tokens_min,tokens_max,empty_documents,empty_percent
ONLY_ADJ,237,115,122,653,2.7552742616033754,2.0,2.7260559353390823,0,15,44,18.565400843881857
