split,label,pos,count,percentage
test,0,ADJ,16,3.3542976939203353
test,0,ADP,49,10.272536687631026
test,0,ADV,10,2.0964360587002098
test,0,AUX,41,8.59538784067086
test,0,CCONJ,15,3.1446540880503147
test,0,DET,57,11.949685534591195
test,0,INTJ,1,0.20964360587002095
test,0,NOUN,62,12.9979035639413
test,0,NUM,3,0.6289308176100629
test,0,PART,11,2.3060796645702304
test,0,PRON,27,5.660377358490566
test,0,PROPN,87,18.238993710691823
test,0,PUNCT,20,4.1928721174004195
test,0,SCONJ,4,0.8385744234800838
test,0,VERB,74,15.51362683438155
test,1,ADJ,7,1.5730337078651686
test,1,ADP,33,7.415730337078652
test,1,ADV,13,2.9213483146067416
test,1,AUX,26,5.842696629213483
test,1,CCONJ,14,3.146067415730337
test,1,DET,46,10.337078651685394
test,1,INTJ,12,2.696629213483146
test,1,NOUN,49,11.01123595505618
test,1,NUM,3,0.6741573033707865
test,1,PART,7,1.5730337078651686
test,1,PRON,62,13.932584269662922
test,1,PROPN,75,16.853932584269664
test,1,PUNCT,28,6.292134831460674
test,1,SCONJ,4,0.898876404494382
test,1,VERB,65,14.606741573033707
test,1,X,1,0.2247191011235955
train,0,ADJ,26,2.452830188679245
train,0,ADP,105,9.90566037735849
train,0,ADV,18,1.6981132075471699
train,0,AUX,90,8.49056603773585
train,0,CCONJ,26,2.452830188679245
train,0,DET,129,12.169811320754716
train,0,INTJ,8,0.7547169811320755
train,0,NOUN,141,13.30188679245283
train,0,NUM,12,1.1320754716981132
train,0,PART,20,1.8867924528301887
train,0,PRON,106,10.0
train,0,PROPN,197,18.58490566037736
train,0,PUNCT,37,3.490566037735849
train,0,SCONJ,18,1.6981132075471699
train,0,VERB,127,11.981132075471699
train,1,ADJ,19,2.101769911504425
train,1,ADP,56,6.1946902654867255
train,1,ADV,32,3.5398230088495577
train,1,AUX,55,6.084070796460177
train,1,CCONJ,22,2.433628318584071
train,1,DET,85,9.402654867256636
train,1,INTJ,11,1.2168141592920354
train,1,NOUN,119,13.163716814159292
train,1,NUM,8,0.8849557522123894
train,1,PART,10,1.1061946902654867
train,1,PRON,110,12.168141592920353
train,1,PROPN,187,20.6858407079646
train,1,PUNCT,61,6.747787610619469
train,1,SCONJ,11,1.2168141592920354
train,1,VERB,117,12.942477876106194
train,1,X,1,0.11061946902654868
