variant,documents,class_0_documents,class_1_documents,total_tokens,tokens_mean,tokens_median,tokens_std,tokens_min,tokens_max,empty_documents,empty_percent
WITHOUT_VERB_PRON,237,115,122,20047,84.58649789029536,75.0,47.041429486219776,12,404,0,0.0
