split,label,pos,count,percentage
test,0,ADP,383,9.459125710051865
test,0,ADV,92,2.272165966905409
test,0,AUX,327,8.076068164979008
test,0,CCONJ,186,4.593726846134848
test,0,DET,515,12.719189923437886
test,0,INTJ,31,0.7656211410224747
test,0,NOUN,602,14.867868609533218
test,0,NUM,36,0.8891084218325512
test,0,PART,63,1.5559397382069646
test,0,PRON,334,8.248950358113115
test,0,PROPN,774,19.115831069399853
test,0,PUNCT,174,4.297357372190664
test,0,SCONJ,55,1.3583600889108423
test,0,VERB,477,11.780686589281304
test,1,ADP,273,7.610816838583775
test,1,ADV,121,3.3732924449400614
test,1,AUX,240,6.690827989963758
test,1,CCONJ,123,3.429049344856426
test,1,DET,326,9.088374686367438
test,1,INTJ,58,1.6169500975745748
test,1,NOUN,431,12.015611931976583
test,1,NUM,17,0.47393364928909953
test,1,PART,83,2.313911346529133
test,1,PRON,409,11.402286032896571
test,1,PROPN,774,21.577920267633118
test,1,PUNCT,243,6.774463339838305
test,1,SCONJ,40,1.115137998327293
test,1,VERB,445,12.405910231391134
test,1,X,4,0.1115137998327293
train,0,ADP,833,9.272039180765805
train,0,ADV,208,2.315227070347284
train,0,AUX,716,7.969723953695459
train,0,CCONJ,299,3.3281389136242208
train,0,DET,1119,12.455476402493321
train,0,INTJ,92,1.0240427426536065
train,0,NOUN,1321,14.703918076580587
train,0,NUM,74,0.8236865538735529
train,0,PART,150,1.6696349065004452
train,0,PRON,838,9.327693677649155
train,0,PROPN,1761,19.601513802315228
train,0,PUNCT,402,4.474621549421193
train,0,SCONJ,109,1.2132680320569902
train,0,VERB,1060,11.798753339269814
train,0,X,2,0.02226179875333927
train,1,ADP,596,7.337190693093684
train,1,ADV,283,3.4839345069555585
train,1,AUX,512,6.303089991382494
train,1,CCONJ,281,3.4593130616767205
train,1,DET,773,9.516188600270835
train,1,INTJ,112,1.3788009356149207
train,1,NOUN,1002,12.335344084697772
train,1,NUM,50,0.6155361319709467
train,1,PART,112,1.3788009356149207
train,1,PRON,882,10.8580573679675
train,1,PROPN,1849,22.76252616028561
train,1,PUNCT,684,8.420534285362551
train,1,SCONJ,76,0.935614920595839
train,1,VERB,904,11.128893266034716
train,1,X,7,0.08617505847593254
