split,label,pos,count,percentage
test,0,ADJ,14,2.9350104821802936
test,0,ADP,34,7.127882599580713
test,0,ADV,9,1.8867924528301887
test,0,AUX,37,7.756813417190775
test,0,CCONJ,25,5.241090146750524
test,0,DET,55,11.530398322851154
test,0,INTJ,5,1.0482180293501049
test,0,NOUN,75,15.723270440251572
test,0,NUM,4,0.8385744234800838
test,0,PART,4,0.8385744234800838
test,0,PRON,50,10.482180293501049
test,0,PROPN,77,16.142557651991613
test,0,PUNCT,26,5.450733752620545
test,0,SCONJ,9,1.8867924528301887
test,0,VERB,53,11.11111111111111
test,1,ADJ,8,1.797752808988764
test,1,ADP,36,8.089887640449438
test,1,ADV,9,2.0224719101123596
test,1,AUX,37,8.314606741573034
test,1,CCONJ,12,2.696629213483146
test,1,DET,44,9.887640449438202
test,1,INTJ,8,1.797752808988764
test,1,NOUN,56,12.584269662921349
test,1,NUM,4,0.898876404494382
test,1,PART,11,2.4719101123595504
test,1,PRON,50,11.235955056179776
test,1,PROPN,82,18.426966292134832
test,1,PUNCT,29,6.51685393258427
test,1,SCONJ,5,1.1235955056179776
test,1,VERB,53,11.910112359550562
test,1,X,1,0.2247191011235955
train,0,ADJ,42,3.9622641509433962
train,0,ADP,78,7.3584905660377355
train,0,ADV,32,3.018867924528302
train,0,AUX,76,7.169811320754717
train,0,CCONJ,37,3.490566037735849
train,0,DET,120,11.320754716981131
train,0,INTJ,9,0.8490566037735849
train,0,NOUN,151,14.245283018867925
train,0,NUM,11,1.0377358490566038
train,0,PART,14,1.320754716981132
train,0,PRON,110,10.377358490566039
train,0,PROPN,195,18.39622641509434
train,0,PUNCT,47,4.433962264150943
train,0,SCONJ,9,0.8490566037735849
train,0,VERB,128,12.075471698113208
train,0,X,1,0.09433962264150944
train,1,ADJ,18,1.991150442477876
train,1,ADP,65,7.1902654867256635
train,1,ADV,23,2.5442477876106193
train,1,AUX,54,5.9734513274336285
train,1,CCONJ,33,3.650442477876106
train,1,DET,84,9.29203539823009
train,1,INTJ,11,1.2168141592920354
train,1,NOUN,102,11.283185840707965
train,1,NUM,6,0.6637168141592921
train,1,PART,17,1.8805309734513274
train,1,PRON,111,12.278761061946902
train,1,PROPN,191,21.128318584070797
train,1,PUNCT,72,7.964601769911504
train,1,SCONJ,9,0.995575221238938
train,1,VERB,106,11.725663716814159
train,1,X,2,0.22123893805309736
