split,label,pos,count,percentage
test,0,ADJ,31,3.822441430332922
test,0,ADP,84,10.35758323057953
test,0,ADV,14,1.7262638717632552
test,0,AUX,60,7.398273736128237
test,0,CCONJ,38,4.68557336621455
test,0,DET,107,13.193588162762023
test,0,INTJ,6,0.7398273736128237
test,0,NOUN,123,15.166461159062885
test,0,NUM,6,0.7398273736128237
test,0,PART,7,0.8631319358816276
test,0,PRON,64,7.891491985203452
test,0,PROPN,121,14.919852034525277
test,0,PUNCT,34,4.192355117139334
test,0,SCONJ,9,1.1097410604192355
test,0,VERB,107,13.193588162762023
test,1,ADJ,21,2.459016393442623
test,1,ADP,57,6.674473067915691
test,1,ADV,30,3.51288056206089
test,1,AUX,54,6.323185011709602
test,1,CCONJ,22,2.576112412177986
test,1,DET,76,8.899297423887587
test,1,INTJ,16,1.873536299765808
test,1,NOUN,99,11.592505854800937
test,1,NUM,4,0.468384074941452
test,1,PART,23,2.693208430913349
test,1,PRON,104,12.177985948477751
test,1,PROPN,175,20.491803278688526
test,1,PUNCT,52,6.0889929742388755
test,1,SCONJ,12,1.405152224824356
test,1,VERB,107,12.52927400468384
test,1,X,2,0.234192037470726
train,0,ADJ,47,2.476290832455216
train,0,ADP,172,9.062170706006322
train,0,ADV,54,2.845100105374078
train,0,AUX,159,8.377239199157007
train,0,CCONJ,74,3.898840885142255
train,0,DET,214,11.275026343519494
train,0,INTJ,15,0.7903055848261328
train,0,NOUN,276,14.541622760800843
train,0,NUM,14,0.7376185458377239
train,0,PART,25,1.3171759747102212
train,0,PRON,169,8.904109589041095
train,0,PROPN,343,18.071654373024234
train,0,PUNCT,76,4.004214963119073
train,0,SCONJ,25,1.3171759747102212
train,0,VERB,233,12.276080084299263
train,0,X,2,0.1053740779768177
train,1,ADJ,34,1.9036954087346025
train,1,ADP,135,7.558790593505039
train,1,ADV,60,3.3594624860022395
train,1,AUX,113,6.326987681970885
train,1,CCONJ,59,3.303471444568869
train,1,DET,158,8.846584546472565
train,1,INTJ,26,1.4557670772676372
train,1,NOUN,210,11.758118701007838
train,1,NUM,10,0.5599104143337066
train,1,PART,22,1.2318029115341544
train,1,PRON,211,11.81410974244121
train,1,PROPN,379,21.22060470324748
train,1,PUNCT,143,8.006718924972004
train,1,SCONJ,20,1.1198208286674132
train,1,VERB,206,11.534154535274356
