split,label,pos,count,percentage
test,0,ADJ,136,3.249701314217443
test,0,ADP,383,9.15173237753883
test,0,ADV,92,2.198327359617682
test,0,AUX,327,7.813620071684587
test,0,CCONJ,186,4.444444444444445
test,0,DET,515,12.305854241338112
test,0,INTJ,31,0.7407407407407407
test,0,NOUN,602,14.384707287933095
test,0,NUM,36,0.8602150537634409
test,0,PART,63,1.5053763440860215
test,0,PRON,334,7.980884109916368
test,0,PROPN,774,18.49462365591398
test,0,PUNCT,174,4.157706093189964
test,0,SCONJ,55,1.3142174432497014
test,0,VERB,477,11.397849462365592
test,1,ADJ,83,2.2615803814713895
test,1,ADP,273,7.438692098092643
test,1,ADV,121,3.2970027247956404
test,1,AUX,240,6.539509536784741
test,1,CCONJ,123,3.35149863760218
test,1,DET,326,8.88283378746594
test,1,INTJ,58,1.5803814713896458
test,1,NOUN,431,11.743869209809265
test,1,NUM,17,0.46321525885558584
test,1,PART,83,2.2615803814713895
test,1,PRON,409,11.14441416893733
test,1,PROPN,774,21.08991825613079
test,1,PUNCT,243,6.62125340599455
test,1,SCONJ,40,1.0899182561307903
test,1,VERB,445,12.125340599455042
test,1,X,4,0.10899182561307902
train,0,ADJ,264,2.8546712802768166
train,0,ADP,833,9.007352941176471
train,0,ADV,208,2.2491349480968856
train,0,AUX,716,7.742214532871972
train,0,CCONJ,299,3.233131487889273
train,0,DET,1119,12.09991349480969
train,0,INTJ,92,0.9948096885813149
train,0,NOUN,1321,14.28416955017301
train,0,NUM,74,0.8001730103806228
train,0,PART,150,1.6219723183391004
train,0,PRON,838,9.061418685121108
train,0,PROPN,1761,19.04195501730104
train,0,PUNCT,402,4.346885813148789
train,0,SCONJ,109,1.1786332179930796
train,0,VERB,1060,11.461937716262975
train,0,X,2,0.02162629757785467
train,1,ADJ,170,2.0499216206439166
train,1,ADP,596,7.186784034728084
train,1,ADV,283,3.4125165802484023
train,1,AUX,512,6.173881586880501
train,1,CCONJ,281,3.3883998552996504
train,1,DET,773,9.321114192692633
train,1,INTJ,112,1.3505365971301098
train,1,NOUN,1002,12.082479199324732
train,1,NUM,50,0.6029181237187989
train,1,PART,112,1.3505365971301098
train,1,PRON,882,10.635475702399614
train,1,PROPN,1849,22.295912215121188
train,1,PUNCT,684,8.24791993247317
train,1,SCONJ,76,0.9164355480525744
train,1,VERB,904,10.900759676835886
train,1,X,7,0.08440853732063186
