split,label,pos,count,percentage
test,0,ADJ,12,3.592814371257485
test,0,ADP,33,9.880239520958083
test,0,ADV,12,3.592814371257485
test,0,AUX,29,8.682634730538922
test,0,CCONJ,22,6.586826347305389
test,0,DET,49,14.67065868263473
test,0,INTJ,3,0.8982035928143712
test,0,NOUN,46,13.77245508982036
test,0,NUM,1,0.2994011976047904
test,0,PART,6,1.7964071856287425
test,0,PRON,26,7.7844311377245505
test,0,PROPN,54,16.167664670658684
test,0,PUNCT,9,2.694610778443114
test,0,SCONJ,4,1.1976047904191616
test,0,VERB,28,8.383233532934131
test,1,ADJ,12,2.93398533007335
test,1,ADP,31,7.579462102689487
test,1,ADV,21,5.134474327628362
test,1,AUX,28,6.845965770171149
test,1,CCONJ,12,2.93398533007335
test,1,DET,42,10.268948655256724
test,1,INTJ,8,1.9559902200488997
test,1,NOUN,42,10.268948655256724
test,1,NUM,3,0.7334963325183375
test,1,PART,9,2.2004889975550124
test,1,PRON,37,9.04645476772616
test,1,PROPN,77,18.82640586797066
test,1,PUNCT,31,7.579462102689487
test,1,SCONJ,5,1.2224938875305624
test,1,VERB,50,12.224938875305623
test,1,X,1,0.24449877750611246
train,0,ADJ,23,2.7446300715990453
train,0,ADP,76,9.069212410501194
train,0,ADV,21,2.5059665871121717
train,0,AUX,55,6.563245823389021
train,0,CCONJ,35,4.176610978520286
train,0,DET,101,12.052505966587113
train,0,INTJ,7,0.8353221957040573
train,0,NOUN,110,13.126491646778042
train,0,NUM,7,0.8353221957040573
train,0,PART,13,1.5513126491646778
train,0,PRON,106,12.649164677804295
train,0,PROPN,146,17.422434367541765
train,0,PUNCT,40,4.77326968973747
train,0,SCONJ,13,1.5513126491646778
train,0,VERB,85,10.143198090692124
train,1,ADJ,12,1.3605442176870748
train,1,ADP,65,7.369614512471656
train,1,ADV,44,4.988662131519274
train,1,AUX,70,7.936507936507937
train,1,CCONJ,28,3.1746031746031744
train,1,DET,76,8.616780045351474
train,1,INTJ,10,1.1337868480725624
train,1,NOUN,87,9.863945578231293
train,1,NUM,6,0.6802721088435374
train,1,PART,13,1.473922902494331
train,1,PRON,113,12.811791383219955
train,1,PROPN,181,20.521541950113377
train,1,PUNCT,55,6.235827664399093
train,1,SCONJ,11,1.2471655328798186
train,1,VERB,110,12.471655328798185
train,1,X,1,0.11337868480725624
