split,label,pos,count,percentage
test,0,ADJ,25,4.152823920265781
test,0,ADP,61,10.132890365448505
test,0,ADV,18,2.990033222591362
test,0,AUX,47,7.807308970099668
test,0,CCONJ,35,5.813953488372093
test,0,DET,76,12.624584717607974
test,0,INTJ,6,0.9966777408637874
test,0,NOUN,83,13.787375415282392
test,0,NUM,4,0.6644518272425249
test,0,PART,11,1.8272425249169435
test,0,PRON,43,7.142857142857143
test,0,PROPN,106,17.60797342192691
test,0,PUNCT,22,3.654485049833887
test,0,SCONJ,5,0.8305647840531561
test,0,VERB,60,9.966777408637874
test,1,ADJ,10,2.320185614849188
test,1,ADP,33,7.65661252900232
test,1,ADV,16,3.7122969837587005
test,1,AUX,28,6.496519721577727
test,1,CCONJ,14,3.2482598607888633
test,1,DET,40,9.280742459396752
test,1,INTJ,7,1.6241299303944317
test,1,NOUN,56,12.993039443155453
test,1,NUM,2,0.46403712296983757
test,1,PART,9,2.0881670533642693
test,1,PRON,35,8.120649651972158
test,1,PROPN,90,20.88167053364269
test,1,PUNCT,33,7.65661252900232
test,1,SCONJ,5,1.160092807424594
test,1,VERB,52,12.064965197215777
test,1,X,1,0.23201856148491878
train,0,ADJ,32,2.4224072672218018
train,0,ADP,135,10.219530658591976
train,0,ADV,27,2.043906131718395
train,0,AUX,88,6.661619984859954
train,0,CCONJ,50,3.785011355034065
train,0,DET,152,11.506434519303557
train,0,INTJ,10,0.757002271006813
train,0,NOUN,184,13.928841786525359
train,0,NUM,11,0.8327024981074943
train,0,PART,26,1.9682059046177138
train,0,PRON,143,10.825132475397426
train,0,PROPN,253,19.15215745647237
train,0,PUNCT,64,4.8448145344436035
train,0,SCONJ,20,1.514004542013626
train,0,VERB,126,9.538228614685844
train,1,ADJ,9,0.8982035928143712
train,1,ADP,74,7.385229540918163
train,1,ADV,29,2.8942115768463075
train,1,AUX,74,7.385229540918163
train,1,CCONJ,31,3.093812375249501
train,1,DET,109,10.878243512974052
train,1,INTJ,9,0.8982035928143712
train,1,NOUN,132,13.173652694610778
train,1,NUM,6,0.5988023952095808
train,1,PART,14,1.3972055888223553
train,1,PRON,98,9.780439121756487
train,1,PROPN,229,22.85429141716567
train,1,PUNCT,73,7.285429141716567
train,1,SCONJ,11,1.0978043912175648
train,1,VERB,103,10.27944111776447
train,1,X,1,0.0998003992015968
