variant,documents,class_0_documents,class_1_documents,total_tokens,tokens_mean,tokens_median,tokens_std,tokens_min,tokens_max,empty_documents,empty_percent
RANDOM_ONLY_MATCHED_NOUN,237,115,122,3356,14.160337552742616,12.0,9.542480217382412,0,80,2,0.8438818565400843
