split,label,pos,count,percentage
test,0,ADJ,136,3.3227461519667725
test,0,ADP,383,9.357439530906426
test,0,AUX,327,7.989249938920108
test,0,CCONJ,186,4.544344001954556
test,0,DET,515,12.582457854874175
test,0,INTJ,31,0.7573906669924261
test,0,NOUN,602,14.70803811385292
test,0,NUM,36,0.8795504519912045
test,0,PART,63,1.539213290984608
test,0,PRON,334,8.160273637918397
test,0,PROPN,774,18.910334717810898
test,0,PUNCT,174,4.251160517957488
test,0,SCONJ,55,1.3437576349865625
test,0,VERB,477,11.65404348888346
test,1,ADJ,83,2.3386869540715693
test,1,ADP,273,7.6923076923076925
test,1,AUX,240,6.762468300929839
test,1,CCONJ,123,3.465765004226543
test,1,DET,326,9.185686108763031
test,1,INTJ,58,1.6342631727247112
test,1,NOUN,431,12.144265990419836
test,1,NUM,17,0.47900817131586365
test,1,PART,83,2.3386869540715693
test,1,PRON,409,11.524373062834602
test,1,PROPN,774,21.808960270498734
test,1,PUNCT,243,6.846999154691463
test,1,SCONJ,40,1.1270780501549733
test,1,VERB,445,12.538743307974077
test,1,X,4,0.11270780501549732
train,0,ADJ,264,2.920353982300885
train,0,ADP,833,9.214601769911505
train,0,AUX,716,7.920353982300885
train,0,CCONJ,299,3.3075221238938055
train,0,DET,1119,12.378318584070797
train,0,INTJ,92,1.0176991150442478
train,0,NOUN,1321,14.61283185840708
train,0,NUM,74,0.8185840707964602
train,0,PART,150,1.6592920353982301
train,0,PRON,838,9.269911504424778
train,0,PROPN,1761,19.48008849557522
train,0,PUNCT,402,4.446902654867257
train,0,SCONJ,109,1.2057522123893805
train,0,VERB,1060,11.725663716814159
train,0,X,2,0.022123893805309734
train,1,ADJ,170,2.1223470661672907
train,1,ADP,596,7.440699126092385
train,1,AUX,512,6.392009987515605
train,1,CCONJ,281,3.5081148564294633
train,1,DET,773,9.65043695380774
train,1,INTJ,112,1.3982521847690388
train,1,NOUN,1002,12.50936329588015
train,1,NUM,50,0.6242197253433208
train,1,PART,112,1.3982521847690388
train,1,PRON,882,11.01123595505618
train,1,PROPN,1849,23.083645443196005
train,1,PUNCT,684,8.539325842696629
train,1,SCONJ,76,0.9488139825218477
train,1,VERB,904,11.28589263420724
train,1,X,7,0.08739076154806492
