experiment_id,dataset,variant,random_variant_seed,training_seed,fold,model_name,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,roc_auc,features,run_path
ADReSSo21__POS_COUNTS__None__42__0__logistic-regression__29073e1c12,ADReSSo21,POS_COUNTS,,42,0,logistic-regression,0.7647058823529411,0.7638888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7638888888888888,0.9097222222222222,"['freq_VERB', 'freq_PRON', 'freq_NOUN', 'freq_ADJ', 'freq_ADV', 'freq_AUX', 'freq_DET', 'freq_ADP', 'verb_pron_ratio', 'pron_noun_ratio']",/media/alvaronl/DatosUbuntu/repos/AIBDA4H26/outputs/runs/ADReSSo21__POS_COUNTS__None__42__0__logistic-regression__29073e1c12
